num,query_name,cand_name,AMT_avg_score
8146,S002C001P014R002A007,S027C001P086R001A102,1.1
8147,S002C001P003R002A022,S023C002P058R002A104,1.909090909
8148,S032C002P106R002A100,S020C003P052R001A100,3
8149,S032C003P106R001A099,S025C002P055R002A100,1.5
8150,S002C001P014R001A009,S008C001P036R002A009,3.818181818
8151,S032C002P106R002A104,S025C003P059R001A104,2.6
8152,S003C001P019R001A022,S009C003P025R001A023,1.111111111
8153,S027C001P083R001A100,S031C001P085R002A099,2
8154,S001C001P004R001A007,S004C001P003R001A023,1
8155,S004C001P003R001A048,S002C002P010R002A048,1.909090909
8156,S001C002P001R002A022,S008C003P031R001A022,3.2
8157,S030C001P081R002A104,S023C001P055R001A104,2.4
8158,S002C001P011R001A039,S017C003P015R001A039,3.625
8159,S026C003P071R001A101,S007C001P017R001A035,1.333333333
8160,S031C001P006R001A104,S020C001P052R002A097,1.9
8161,S032C001P105R002A104,S026C001P072R002A104,3.7
8162,S002C001P012R001A026,S008C002P035R002A027,1.2
8163,S030C001P081R002A104,S010C002P008R002A040,1
8164,S008C001P033R001A027,S003C003P002R001A027,3.5
8165,S019C001P051R001A100,S028C003P046R001A100,3.4
8166,S027C001P084R002A104,S031C003P099R001A104,2.888888889
8167,S028C001P046R001A104,S029C003P044R001A095,2.3
8168,S027C002P086R002A100,S025C001P055R002A099,1.818181818
8169,S002C002P011R002A048,S008C001P030R002A048,2.545454545
8170,S029C002P044R002A098,S031C002P096R002A098,3.4
8171,S027C001P086R001A102,S008C001P036R001A026,2
8172,S005C003P021R001A007,S008C003P001R001A023,1.363636364
8173,S016C003P025R001A048,S003C001P002R001A039,1.5
8174,S030C002P081R002A099,S030C001P092R002A100,1.8
8175,S013C001P037R002A027,S016C002P039R002A026,1.7
8176,S023C002P056R002A098,S026C001P075R001A097,1.4
8177,S023C001P066R001A097,S006C002P022R002A022,1.333333333
8178,S006C001P024R001A040,S002C001P010R002A040,3.727272727
8179,S027C003P081R001A098,S028C001P087R001A097,1.111111111
8180,S008C002P029R002A026,S014C003P039R001A009,1
8181,S005C003P021R001A007,S016C002P040R002A023,1.3
8182,S023C002P068R002A080,S008C002P029R002A048,1.090909091
8183,S023C003P068R001A095,S016C001P040R001A040,1.1
8184,S008C002P033R002A008,S001C001P006R002A048,1.3
8185,S006C001P023R001A048,S002C002P011R002A035,2.363636364
8186,S020C003P052R001A100,S024C001P064R002A100,3.545454545
8187,S006C001P001R002A040,S029C001P006R002A096,1.8
8188,S030C003P095R001A098,S028C001P073R001A098,4
8189,S029C002P080R002A100,S030C001P081R001A100,3.2
8190,S015C001P008R002A007,S001C001P004R001A007,1.1
8191,S006C001P023R002A035,S027C001P086R001A080,1.9
8192,S016C001P040R001A008,S005C003P018R001A008,3.8
8193,S017C001P009R001A027,S007C001P015R002A027,3.1
8194,S028C003P046R001A100,S030C002P096R002A100,2.888888889
8195,S020C001P052R002A097,S031C001P099R001A104,1.090909091
8196,S001C001P006R001A007,S008C001P031R001A007,3.1
8197,S010C001P017R002A048,S007C001P016R001A035,2.3
8198,S032C001P102R002A100,S028C001P073R001A100,3.2
8199,S027C001P079R002A104,S020C001P053R001A104,2.2
8200,S013C002P037R002A040,S008C002P032R002A007,1
8201,S008C003P030R001A008,S030C002P043R002A080,2.8
8202,S027C002P079R002A104,S018C003P043R001A104,3.4
8203,S016C003P040R001A040,S001C001P004R001A039,1.222222222
8204,S026C001P050R002A101,S008C002P035R002A035,1.181818182
8205,S001C003P006R001A039,S027C001P083R002A096,1.5
8206,S008C002P036R002A027,S027C001P006R001A100,1.4
8207,S030C001P095R001A095,S022C001P066R002A095,3.4
8208,S029C002P080R002A080,S016C001P040R001A008,1.5
8209,S021C001P058R002A095,S032C003P105R001A095,3
8210,S027C002P083R002A096,S002C003P013R001A027,1
8211,S029C001P008R001A096,S032C003P105R001A096,3
8212,S007C002P025R002A009,S008C003P029R001A009,3.5
8213,S006C001P017R001A026,S010C002P025R002A027,1.125
8214,S002C003P010R001A007,S006C001P024R001A007,3.6
8215,S007C001P019R001A026,S009C001P017R001A027,1.1
8216,S032C001P105R002A080,S013C003P019R001A048,1.1
8217,S014C001P027R001A039,S003C001P002R001A048,1.272727273
8218,S010C002P025R002A022,S008C001P036R002A022,3.8
8219,S001C002P006R002A023,S031C001P099R001A104,1.3
8220,S012C002P037R002A022,S004C001P020R002A022,3.3
8221,S026C001P071R002A080,S008C002P032R002A008,2
8222,S002C003P007R001A022,S008C001P036R002A022,2.7
8223,S008C003P001R001A026,S024C001P064R001A099,1.7
8224,S005C002P004R002A048,S002C001P009R001A048,2.111111111
8225,S020C001P052R002A097,S010C002P021R002A022,1.5
8226,S031C002P097R002A099,S027C002P079R002A099,3.3
8227,S014C001P037R002A026,S008C002P035R002A027,1.5
8228,S032C001P105R002A099,S027C002P084R002A099,3.7
8229,S026C003P072R001A080,S007C001P015R001A008,2.1
8230,S012C001P016R002A040,S025C001P056R001A096,1.3
8231,S001C003P005R001A040,S021C001P055R001A096,1.222222222
8232,S021C001P055R001A096,S015C001P025R001A039,1.7
8233,S016C002P039R002A026,S010C002P013R002A009,1.4
8234,S008C001P032R002A048,S002C003P012R001A048,1.7
8235,S022C001P061R001A101,S002C002P011R002A048,1
8236,S005C001P018R001A007,S006C001P024R001A007,3.909090909
8237,S031C002P051R002A101,S010C002P021R002A008,1.111111111
8238,S007C003P028R001A008,S010C002P017R002A048,1.090909091
8239,S009C001P019R002A035,S002C001P014R002A008,1.2
8240,S001C001P006R001A022,S002C001P014R002A007,1.272727273
8241,S025C003P058R001A101,S032C002P102R002A101,3.444444444
8242,S012C003P037R001A035,S013C001P037R001A048,2.222222222
8243,S030C001P044R001A080,S030C003P044R001A080,3.727272727
8244,S005C003P004R001A026,S018C003P043R001A099,1.6
8245,S002C001P011R002A026,S017C001P020R002A026,3.3
8246,S025C001P055R001A102,S027C001P083R002A102,3.7
8247,S005C002P004R002A008,S006C001P001R001A008,3.8
8248,S008C001P031R002A040,S008C002P032R002A039,1.777777778
8249,S027C001P079R001A102,S011C001P002R002A023,1
8250,S030C003P011R001A101,S009C002P019R002A035,1.1
8251,S004C001P020R002A022,S016C002P008R002A022,3.6
8252,S013C001P037R002A040,S002C001P010R002A040,3.9
8253,S023C001P055R001A104,S021C003P056R001A095,2.909090909
8254,S016C003P040R001A040,S008C001P036R002A007,1
8255,S032C001P105R002A097,S025C001P066R002A104,1.5
8256,S028C001P087R001A096,S030C001P095R001A098,1.181818182
8257,S019C001P050R002A099,S031C001P051R002A099,3.8
8258,S021C001P055R002A080,S007C003P016R001A035,2.2
8259,S010C001P008R001A023,S026C001P071R001A104,1
8260,S007C003P017R001A035,S001C001P006R002A048,2.1
8261,S031C001P097R001A101,S027C002P086R002A101,3
8262,S008C001P031R002A023,S002C003P013R001A022,1
8263,S016C002P039R002A048,S002C003P014R001A039,1.3
8264,S004C001P020R002A035,S008C002P033R002A048,1.4
8265,S027C002P086R002A097,S029C003P080R001A097,3.6
8266,S011C001P002R002A040,S008C002P031R002A039,1.4
8267,S027C003P085R001A101,S027C002P086R002A101,3.6
8268,S005C003P017R001A009,S006C003P024R001A009,3.888888889
8269,S002C001P011R002A026,S006C001P008R002A026,3
8270,S003C001P002R001A027,S016C001P039R002A027,3.5
8271,S008C003P036R001A035,S017C003P009R001A008,1.272727273
8272,S001C001P003R002A040,S023C003P058R001A096,1.1
8273,S032C003P044R001A097,S017C001P017R001A022,1.363636364
8274,S006C001P023R001A026,S016C002P039R002A027,1.3
8275,S015C001P025R001A039,S005C003P021R001A040,1.8
8276,S025C001P068R001A097,S027C001P084R002A097,3.4
8277,S012C003P008R001A009,S008C003P034R001A027,1.2
8278,S026C003P071R001A104,S026C001P072R001A095,1.9
8279,S008C003P036R001A035,S013C001P028R002A035,2.727272727
8280,S002C001P013R002A035,S005C003P018R001A008,1
8281,S027C002P085R002A102,S020C001P053R002A102,3.5
8282,S002C001P014R001A009,S008C003P036R001A026,1
8283,S008C002P036R002A009,S002C001P011R002A009,3.2
8284,S030C001P092R001A104,S020C001P052R002A095,2.5
8285,S026C001P071R002A099,S017C002P020R002A026,1.181818182
8286,S028C001P008R001A101,S006C001P024R002A035,1.4
8287,S021C002P058R002A097,S032C001P106R002A098,1.9
8288,S013C001P037R001A048,S032C001P102R002A101,1
8289,S032C002P043R002A098,S021C003P060R001A098,3.888888889
8290,S013C003P008R001A008,S017C001P009R001A008,3
8291,S030C002P096R002A099,S030C003P081R001A100,2.1
8292,S011C001P038R001A009,S011C003P001R001A009,3.5
8293,S012C003P037R001A035,S014C001P039R002A008,1.333333333
8294,S023C002P061R002A095,S019C001P046R001A095,3.454545455
8295,S023C001P066R001A097,S032C002P043R002A097,3.583333333
8296,S031C001P099R001A080,S002C003P012R001A008,1.6
8297,S027C003P079R001A100,S009C003P017R001A027,1.1
8298,S019C001P046R002A102,S030C001P076R001A101,1.2
8299,S030C002P092R002A080,S002C001P014R002A048,1.555555556
8300,S006C003P023R001A026,S030C003P092R001A099,1.5
8301,S013C002P027R002A007,S008C001P036R002A007,3
8302,S008C001P032R002A039,S002C003P013R001A039,3.6
8303,S027C001P079R001A095,S011C003P002R001A022,3
8304,S014C002P027R002A022,S001C001P004R001A007,1.1
8305,S008C001P032R002A035,S016C002P039R002A048,2.1
8306,S008C001P034R001A009,S017C001P020R002A026,1.1
8307,S031C002P051R002A098,S019C002P049R002A098,3
8308,S031C001P051R002A099,S024C001P061R001A099,3.5
8309,S006C003P024R001A008,S027C002P082R002A080,1.9
8310,S002C001P012R001A023,S010C002P025R002A022,1.3
8311,S031C003P097R001A102,S030C001P095R001A101,1.1
8312,S032C002P105R002A102,S031C003P043R001A095,1
8313,S030C003P095R001A096,S024C002P060R002A096,3.3
8314,S008C003P029R001A023,S016C003P040R001A022,2.4
8315,S012C001P016R002A040,S019C001P046R002A096,2.090909091
8316,S008C003P033R001A022,S008C001P036R002A022,3.727272727
8317,S029C003P080R001A099,S016C001P039R002A026,1.5
8318,S026C001P050R001A102,S026C001P051R001A095,1
8319,S026C001P008R001A080,S007C001P016R001A035,1.444444444
8320,S027C001P083R001A097,S025C002P066R002A104,1.636363636
8321,S031C002P051R002A099,S025C002P055R002A099,3.7
8322,S002C003P013R001A039,S014C003P027R001A039,3.6
8323,S002C002P011R002A027,S002C003P012R001A027,3.375
8324,S027C001P079R001A102,S030C001P096R002A101,1
8325,S008C001P033R002A023,S014C003P017R001A023,3.9
8326,S025C003P056R001A080,S028C003P073R001A080,2.909090909
8327,S007C001P028R001A026,S013C002P019R002A009,1
8328,S001C001P006R001A007,S008C003P031R001A022,1.1
8329,S002C002P012R002A039,S001C001P001R001A039,4
8330,S013C003P027R001A027,S006C002P022R002A027,3.8
8331,S008C001P032R002A048,S027C002P079R002A101,1.3
8332,S029C001P080R001A097,S022C002P064R002A098,1.5
8333,S008C002P036R002A008,S014C003P008R001A035,1.3
8334,S025C001P058R001A100,S013C003P027R001A027,1
8335,S027C002P081R002A101,S010C002P013R002A048,1.2
8336,S019C002P049R002A098,S031C001P006R001A098,3.454545455
8337,S023C001P058R002A104,S030C001P092R001A104,2.5
8338,S008C003P034R001A008,S017C001P009R001A008,3.8
8339,S021C001P055R002A095,S023C001P068R001A095,3.666666667
8340,S029C002P080R002A100,S030C001P092R002A100,3.1
8341,S027C001P081R002A097,S027C003P083R001A097,3.636363636
8342,S016C003P021R001A027,S009C003P017R001A027,3.5
8343,S009C001P017R001A040,S019C003P051R001A096,1.2
8344,S008C002P001R002A035,S008C002P035R002A035,3.909090909
8345,S012C002P019R002A027,S010C001P021R002A026,2.363636364
8346,S027C001P083R001A098,S001C002P003R002A040,1
8347,S016C002P039R002A022,S016C002P040R002A023,1.2
8348,S001C002P006R002A023,S014C001P017R001A023,3
8349,S026C002P072R002A104,S001C001P006R001A040,1.4
8350,S032C002P105R002A104,S030C002P081R002A104,1.5
8351,S030C001P081R002A104,S023C001P055R002A097,1.5
8352,S016C001P040R002A027,S016C002P040R002A027,4
8353,S025C003P068R001A097,S027C001P086R002A097,2.727272727
8354,S027C003P086R001A080,S027C001P086R001A080,3.7
8355,S029C001P080R002A098,S030C002P092R002A098,3.5
8356,S027C002P081R002A096,S002C003P014R001A039,1.7
8357,S016C003P021R001A009,S011C003P038R001A009,3.727272727
8358,S020C001P053R001A099,S024C003P064R001A099,3.8
8359,S028C001P043R002A101,S031C003P100R001A101,2.333333333
8360,S001C001P006R001A039,S011C001P038R001A039,3.777777778
8361,S028C001P073R002A102,S027C001P043R002A102,3.7
8362,S002C003P014R001A023,S008C001P032R001A023,2.75
8363,S031C003P099R001A080,S011C001P038R002A008,1.777777778
8364,S032C001P106R001A096,S031C001P006R001A098,1.5
8365,S019C001P049R002A099,S008C002P035R002A026,1.125
8366,S008C002P033R002A048,S014C003P027R001A039,1
8367,S021C001P058R002A099,S032C003P106R001A099,3.5
8368,S030C001P096R001A097,S027C001P079R002A104,1.5
8369,S032C001P105R001A095,S025C002P066R002A104,3.2
8370,S005C002P016R002A048,S005C001P016R002A048,4.095238095
8371,S030C001P011R002A104,S024C003P064R001A097,1.6
8372,S021C001P060R001A104,S028C001P073R001A097,1.3
8373,S026C003P071R001A096,S027C001P081R002A096,3.9
8374,S014C003P037R001A009,S014C001P039R001A009,3.8
8375,S014C001P039R002A023,S017C001P003R002A007,1.2
8376,S030C002P096R002A099,S008C001P029R002A027,1.6
8377,S014C003P027R001A039,S002C001P014R001A039,3.545454545
8378,S025C003P056R001A102,S030C002P011R002A102,3.5
8379,S005C001P016R002A022,S008C002P030R002A022,3.6
8380,S008C001P031R001A022,S032C002P106R002A104,2.4
8381,S017C002P009R002A022,S032C002P106R002A104,2.3
8382,S008C001P025R002A035,S008C001P029R001A035,1.727272727
8383,S012C001P037R001A035,S005C002P004R002A048,2.1
8384,S003C002P015R002A009,S006C002P022R002A027,1.3
8385,S004C003P003R001A048,S001C002P006R002A048,2.5
8386,S006C001P024R002A023,S004C002P020R002A023,2
8387,S002C001P014R001A009,S013C002P016R002A009,3.7
8388,S032C002P102R002A100,S027C001P084R002A100,3.818181818
8389,S005C001P017R001A009,S011C002P038R002A026,1.4
8390,S032C001P102R002A102,S021C001P058R001A102,3.666666667
8391,S012C002P037R002A039,S016C001P021R002A039,3.222222222
8392,S008C003P036R001A039,S010C001P013R002A048,1.7
8393,S005C001P010R002A023,S026C001P072R002A104,1.111111111
8394,S008C001P034R002A026,S017C001P009R001A027,1.4
8395,S001C001P006R002A027,S013C001P027R001A026,1.454545455
8396,S008C002P035R002A048,S001C001P008R001A048,2.5
8397,S026C002P050R002A080,S002C001P010R002A048,1.1
8398,S002C001P012R002A022,S026C002P072R002A104,2.8
8399,S014C003P025R001A007,S027C003P086R001A102,1.1
8400,S030C001P088R002A095,S030C002P092R002A095,3.909090909
8401,S026C003P071R001A100,S027C001P086R002A099,1.625
8402,S032C002P105R002A099,S032C002P106R002A100,1.818181818
8403,S016C001P040R001A009,S006C001P022R002A027,1.1
8404,S031C001P051R002A101,S013C003P027R001A048,1.222222222
8405,S032C003P105R001A096,S023C001P058R001A096,3.6
8406,S009C001P019R001A040,S001C003P007R001A040,3.818181818
8407,S031C003P043R001A100,S028C003P073R001A100,3.2
8408,S030C002P011R002A102,S030C003P092R001A102,3.1
8409,S007C001P028R001A008,S005C002P013R002A008,3.6
8410,S020C003P054R001A098,S027C002P086R002A098,3.363636364
8411,S001C003P005R001A048,S031C001P100R001A101,1.1
8412,S016C003P021R001A035,S008C001P025R002A035,3.8
8413,S002C002P014R002A027,S028C001P087R002A100,1.3
8414,S005C001P010R002A009,S006C001P023R001A048,1.2
8415,S008C003P029R001A009,S006C001P023R002A009,3.3
8416,S031C002P096R002A098,S031C003P100R001A098,2.222222222
8417,S019C001P046R001A101,S028C002P043R002A101,3
8418,S031C001P100R001A102,S028C002P073R002A102,2.9
8419,S008C002P035R002A009,S008C001P029R002A026,1
8420,S011C003P038R001A027,S010C001P025R002A027,3.222222222
8421,S016C003P040R001A039,S008C001P032R002A048,1
8422,S006C001P023R001A048,S003C002P002R002A035,2.272727273
8423,S021C001P058R002A099,S021C002P058R002A099,4.157894737
8424,S013C003P019R001A048,S028C001P073R002A101,1.2
8425,S016C001P025R002A026,S007C001P025R002A009,1.1
8426,S008C002P035R002A007,S016C002P040R002A007,4
8427,S002C001P011R001A039,S002C001P009R001A040,1.636363636
8428,S031C001P051R002A098,S028C001P087R001A098,3.4
8429,S008C001P034R002A039,S005C003P010R001A039,3.888888889
8430,S006C001P023R002A022,S008C001P035R001A022,3.4
8431,S008C002P033R002A048,S002C002P013R002A035,2.3
8432,S017C001P020R001A048,S007C002P007R002A048,3
8433,S008C003P033R001A039,S008C002P029R002A039,3.9
8434,S011C001P016R001A007,S017C001P009R002A022,1.3
8435,S011C001P018R002A022,S008C001P031R002A023,1
8436,S007C003P015R001A008,S008C002P029R002A008,3.6
8437,S026C002P072R002A100,S001C001P005R002A027,1.090909091
8438,S007C001P028R001A026,S003C002P002R002A026,3
8439,S027C002P081R002A097,S032C001P043R002A098,1.8
8440,S027C002P082R002A100,S001C002P004R002A027,1.1
8441,S003C001P018R001A027,S007C003P016R001A026,1.6
8442,S014C003P027R001A039,S032C003P105R001A096,1.272727273
8443,S031C003P006R001A098,S026C001P071R001A098,3.8
8444,S032C001P106R002A098,S027C002P086R002A098,3.2
8445,S013C001P018R002A048,S012C003P028R001A039,1.4
8446,S008C002P031R002A026,S008C002P035R002A026,3.5
8447,S016C001P040R002A023,S032C001P102R002A104,1.2
8448,S006C002P022R002A008,S002C001P011R002A035,1.3
8449,S016C003P021R001A009,S002C002P014R002A048,1.181818182
8450,S027C002P081R002A101,S023C002P068R002A101,3.9
8451,S020C003P052R001A099,S008C002P036R002A027,1.636363636
8452,S014C001P027R001A039,S008C002P033R002A040,1.25
8453,S025C001P055R001A102,S027C003P006R001A102,4
8454,S023C002P055R002A101,S027C003P085R001A101,3.7
8455,S002C001P014R001A035,S002C001P014R002A008,1.2
8456,S030C003P011R001A100,S026C001P072R002A100,3.777777778
8457,S001C001P006R001A022,S011C001P002R001A022,3
8458,S008C001P031R002A023,S006C001P023R001A023,2.555555556
8459,S032C001P106R001A096,S023C001P061R002A096,2.6
8460,S001C001P003R002A040,S027C001P081R002A096,1.4
8461,S032C003P106R001A080,S031C002P100R002A080,3.3
8462,S016C001P025R002A026,S005C003P017R001A009,1.1
8463,S008C001P036R001A039,S019C002P046R002A096,1
8464,S024C001P060R002A100,S031C001P097R002A100,3.4
8465,S032C003P106R001A102,S025C001P055R001A102,3.375
8466,S013C003P015R001A048,S016C002P039R002A048,3.4
8467,S019C001P051R001A100,S027C003P079R001A100,3.8
8468,S008C001P032R001A022,S005C001P010R002A022,2.9
8469,S027C001P083R001A099,S026C002P072R002A100,1.727272727
8470,S023C001P055R002A101,S008C001P033R002A048,1.1
8471,S013C001P019R001A048,S027C003P083R001A101,1.6
8472,S030C001P076R001A096,S017C003P017R001A022,1
8473,S031C002P100R002A080,S016C001P040R001A048,1.25
8474,S030C001P081R002A104,S029C003P051R001A097,1.2
8475,S008C001P031R001A022,S009C003P025R001A023,1.1
8476,S014C001P037R001A009,S008C002P030R002A048,1.1
8477,S021C003P060R001A098,S029C003P088R001A097,1.6
8478,S029C003P088R001A097,S027C001P083R001A097,3.8
8479,S008C002P031R002A039,S010C001P008R001A039,3.636363636
8480,S032C003P106R001A099,S006C001P017R001A026,1.2
8481,S027C001P085R002A096,S027C001P081R002A096,3.6
8482,S029C002P044R002A099,S006C001P008R002A026,1.181818182
8483,S013C002P016R002A009,S008C003P030R001A026,1.4
8484,S017C001P016R002A008,S016C001P040R001A048,1.1
8485,S008C001P033R002A048,S016C001P040R001A048,3.636363636
8486,S027C003P086R001A104,S016C001P040R001A040,1.1
8487,S026C003P072R001A080,S004C003P003R001A035,1.1
8488,S027C003P079R001A096,S010C001P016R001A039,1.4
8489,S013C003P027R001A048,S011C002P028R002A048,3.111111111
8490,S006C001P001R001A008,S003C003P002R001A048,1
8491,S001C003P006R001A008,S017C003P009R001A008,3.8
8492,S031C001P082R002A098,S021C001P055R001A096,1.1
8493,S016C001P039R002A039,S002C001P009R001A048,1.2
8494,S019C001P050R002A095,S024C002P060R002A095,3
8495,S027C001P086R001A104,S023C003P055R001A104,1.8
8496,S012C001P028R001A039,S003C003P002R001A039,4
8497,S026C001P050R001A102,S027C003P006R001A102,2.6
8498,S006C001P023R002A022,S002C001P013R001A022,2.6
8499,S012C001P037R002A039,S001C001P006R002A048,1
8500,S008C002P036R002A008,S013C001P007R002A035,1.6
8501,S027C003P083R001A099,S027C002P082R002A100,1.333333333
8502,S008C003P035R001A008,S016C001P021R001A035,2
8503,S021C002P056R002A104,S028C001P073R002A104,2.3
8504,S027C001P085R001A101,S030C002P096R002A101,3.7
8505,S027C001P080R002A096,S002C003P013R001A022,1
8506,S027C001P080R002A096,S023C001P066R001A098,1.444444444
8507,S031C001P051R002A101,S031C003P100R001A101,3.222222222
8508,S028C003P087R001A096,S023C003P064R001A096,3.5
8509,S008C003P032R001A023,S011C003P038R001A023,3
8510,S019C001P046R001A098,S027C001P086R001A096,1.6
8511,S004C002P020R002A027,S008C003P034R001A027,3.888888889
8512,S010C001P013R002A040,S019C003P050R001A096,1.7
8513,S021C001P058R002A099,S007C003P019R001A026,1.3
8514,S006C001P023R002A022,S031C001P099R001A104,1.6
8515,S008C002P033R002A040,S011C001P038R002A007,1.272727273
8516,S006C001P022R001A009,S001C001P004R002A027,1.636363636
8517,S014C003P039R001A040,S026C001P049R002A096,1.6
8518,S027C001P083R001A100,S027C001P086R002A100,3.9
8519,S031C003P097R001A097,S026C001P049R001A097,3.444444444
8520,S014C002P039R002A023,S002C001P014R001A023,3
8521,S001C003P004R001A007,S030C002P092R002A095,1.3
8522,S026C001P071R001A096,S025C003P056R001A096,4
8523,S031C002P051R002A098,S002C003P014R001A040,1.818181818
8524,S017C002P003R002A026,S008C001P036R001A026,3.888888889
8525,S008C001P034R002A007,S004C001P020R002A023,1.444444444
8526,S007C002P027R002A023,S002C001P012R002A022,1.4
8527,S008C001P034R002A007,S002C001P012R001A023,1
8528,S030C001P092R002A080,S011C002P038R002A035,1.2
8529,S008C001P029R002A027,S008C001P033R002A026,1.9
8530,S008C003P035R001A008,S032C001P105R002A080,2
8531,S027C001P081R002A097,S027C002P086R002A097,2.333333333
8532,S013C003P027R001A035,S001C003P006R001A035,2.666666667
8533,S002C001P014R001A009,S005C002P010R002A009,3.7
8534,S027C003P006R001A100,S029C002P080R002A100,3.3
8535,S019C003P050R001A096,S030C001P096R001A096,3.8
8536,S006C001P022R001A035,S013C003P037R001A023,1
8537,S001C003P004R001A009,S008C001P030R001A009,3.818181818
8538,S030C001P095R001A101,S031C001P097R001A101,3.272727273
8539,S002C003P007R001A022,S014C002P039R002A023,1.083333333
8540,S013C003P027R001A035,S030C001P095R002A080,1.222222222
8541,S027C001P086R001A102,S032C001P105R002A102,3.363636364
8542,S009C002P017R002A008,S005C001P013R002A008,3.363636364
8543,S006C001P001R001A008,S016C001P039R001A035,1.333333333
8544,S030C002P096R002A099,S028C001P046R001A099,3.7
8545,S005C003P017R001A009,S005C001P004R001A026,1
8546,S011C001P002R002A040,S032C001P105R001A096,1.4
8547,S010C002P018R002A040,S008C001P033R002A040,3.727272727
8548,S009C001P019R001A040,S011C003P027R001A040,3.909090909
8549,S031C001P097R002A100,S020C001P052R001A099,1.9
8550,S028C003P073R001A095,S032C001P105R002A104,3
8551,S006C001P024R002A035,S030C001P076R001A080,1.2
8552,S008C001P029R002A007,S010C003P013R001A007,1.7
8553,S005C003P015R001A035,S008C001P030R001A008,2
8554,S008C002P036R002A009,S006C001P008R002A026,1
8555,S027C002P084R002A099,S020C001P053R001A099,3.3
8556,S001C002P006R002A023,S008C001P015R002A007,1.7
8557,S030C002P096R002A100,S008C001P015R001A026,1.454545455
8558,S006C003P024R001A008,S025C002P058R002A080,1.9
8559,S007C003P018R001A039,S030C003P076R001A096,1.7
8560,S017C002P009R002A007,S005C003P018R001A007,3.888888889
8561,S011C001P002R002A023,S013C003P037R001A023,3.2
8562,S002C002P011R002A027,S002C003P013R001A027,2.9
8563,S009C003P017R001A027,S029C001P008R001A096,1.1
8564,S008C003P029R001A040,S001C001P007R001A040,3.888888889
8565,S008C001P034R002A022,S005C001P010R002A023,1.1
8566,S019C002P046R002A096,S008C003P032R001A022,1.125
8567,S023C003P060R001A099,S004C001P020R002A027,1.2
8568,S027C001P081R002A097,S031C001P100R001A098,2.1
8569,S008C002P032R002A040,S008C003P034R001A040,3.9
8570,S008C001P034R002A022,S001C001P004R002A022,2.7
8571,S027C001P081R002A080,S008C001P036R001A035,1.4
8572,S001C001P006R002A048,S031C003P097R001A101,1.444444444
8573,S030C001P076R001A096,S025C003P056R001A096,4
8574,S030C001P092R001A096,S011C003P002R001A022,1
8575,S001C002P005R002A026,S031C003P100R001A099,1.363636364
8576,S008C001P001R002A007,S014C001P039R001A007,3.272727273
8577,S011C003P038R001A022,S015C001P008R002A007,1
8578,S010C002P008R002A040,S001C003P007R001A040,3.6
8579,S029C003P080R001A104,S019C001P046R001A095,1.111111111
8580,S005C002P004R002A008,S008C001P035R001A008,3.8
8581,S028C003P073R001A080,S016C001P039R002A048,1.1
8582,S030C001P095R001A099,S031C002P051R002A099,3.9
8583,S031C001P097R001A104,S008C003P029R001A040,1.181818182
8584,S013C002P037R002A027,S007C001P028R002A027,4
8585,S018C001P043R001A099,S030C002P081R002A099,3.545454545
8586,S008C003P035R001A040,S008C003P030R001A040,3.6
8587,S002C002P003R002A008,S002C003P012R001A008,3.5
8588,S023C001P064R002A101,S013C001P019R001A048,1.3
8589,S023C002P060R002A097,S032C002P043R002A097,3.7
8590,S030C003P011R001A101,S005C002P004R002A008,1
8591,S011C001P001R001A009,S008C001P032R001A027,1
8592,S005C001P010R002A009,S011C003P038R001A048,1.375
8593,S027C003P086R001A080,S010C002P013R002A048,1.4
8594,S007C001P028R001A008,S009C002P017R002A008,2.7
8595,S001C003P004R001A007,S002C002P011R002A007,1.777777778
8596,S027C001P084R002A102,S027C003P085R001A101,1.1
8597,S031C003P097R001A102,S020C001P052R002A102,3.8
8598,S012C001P008R001A027,S030C002P096R002A100,1.6
8599,S023C001P055R002A101,S008C001P036R001A048,1.111111111
8600,S027C001P083R001A098,S028C003P073R001A098,3.666666667
8601,S008C001P029R001A022,S001C002P004R002A023,1.6
8602,S010C001P008R001A023,S006C001P024R002A023,2.888888889
8603,S026C002P072R002A101,S019C003P046R001A101,3.444444444
8604,S012C002P028R002A022,S008C001P034R001A048,1
8605,S008C002P035R002A007,S001C001P005R002A023,1.727272727
8606,S008C002P033R002A009,S007C002P028R002A027,1
8607,S023C001P055R002A101,S006C003P024R001A008,1.272727273
8608,S008C002P035R002A048,S013C003P037R001A048,3.090909091
8609,S008C001P033R001A035,S006C001P023R002A008,1.1
8610,S022C002P064R002A098,S008C003P030R001A040,1.090909091
8611,S026C001P072R002A102,S005C001P004R001A026,1.1
8612,S027C001P079R001A100,S017C001P020R002A026,1.625
8613,S030C001P095R002A097,S024C003P064R001A097,3.8
8614,S006C001P017R001A026,S008C002P031R002A026,3.7
8615,S025C003P059R001A104,S023C003P055R001A104,2.7
8616,S029C002P075R002A101,S022C003P061R001A101,3.7
8617,S008C001P033R001A027,S030C001P096R002A100,1.25
8618,S002C002P014R002A007,S005C001P021R001A007,3.5
8619,S027C003P079R001A095,S008C001P032R002A040,1.111111111
8620,S002C001P009R001A040,S015C002P008R002A007,1.1
8621,S021C003P060R001A098,S025C001P068R001A096,1.2
8622,S021C002P058R002A097,S008C001P033R001A022,1.7
8623,S027C001P084R001A098,S032C001P105R001A096,1
